Utility,Year,Month,Zip Code,Late Fee Amount
Avista,2020,3,99110,0.0
PAC,2023,5,99324,0.0
PSE,2023,6,98126,0.0
CNG,2025,1,98370,0.0
Avista,2020,3,99027,0.0
PSE,2022,9,98501,0.0
CNG,2021,10,98932,0.0
PSE,2023,7,98087,0.0
Avista,2021,9,99143,0.0
CNG,2025,3,98948,0.0
Avista,2025,10,99030,0.0
NWN,2020,4,98208,0.0
Avista,2025,6,99260,0.0
CNG,2025,6,99350,0.0
PSE,2020,5,98372,0.0
PSE,2022,12,98266,0.0
NWN,2021,3,98208,0.0
PSE,2024,1,98122,0.0
Avista,2025,2,99185,0.0
Avista,2023,1,99224,0.0
Avista,2021,3,99201,0.0
CNG,2022,11,98936,0.0
Avista,2023,8,99149,0.0
Avista,2020,8,99003,0.0
PSE,2024,2,98370,0.0
PSE,2024,8,98201,0.0
CNG,2022,11,98229,0.0
PSE,2022,2,98387,0.0
Avista,2024,8,99129,0.0
NWN,2024,3,98686,-3.27
PSE,2024,4,98375,0.0
PSE,2024,10,98034,0.0
NWN,2021,2,97031,0.0
PSE,2023,7,98597,0.0
PSE,2021,3,98144,0.0
PSE,2023,8,98445,0.0
PSE,2020,7,98408,0.0
Avista,2023,7,99107,0.0
PSE,2022,12,98926,0.0
NWN,2024,11,98628,0.0
PSE,2021,6,98360,0.0
Avista,2021,4,99102,0.0
PSE,2021,1,98271,0.0
CNG,2022,7,99323,0.0
NWN,2021,4,98208,0.0
Avista,2021,8,99134,0.0
PSE,2021,7,98122,0.0
Avista,2025,10,99217,0.0
Avista,2022,10,99371,0.0
PSE,2024,7,98502,0.0
PSE,2022,8,98290,0.0
PSE,2021,5,98239,0.0
PSE,2024,10,98380,0.0
PSE,2024,2,98005,0.0
PSE,2020,11,98058,0.0
PSE,2020,12,98178,0.0
Avista,2024,5,99016,0.0
PSE,2022,12,98146,0.0
PSE,2024,10,98031,0.0
PAC,2022,4,98901,0.0
PSE,2022,6,98052,0.0
PAC,2023,10,98908,0.0
PSE,2025,8,98036,0.0
PSE,2024,12,98112,0.0
PSE,2020,11,98579,0.0
PSE,2022,12,98375,0.0
CNG,2021,11,98277,0.0
PSE,2020,11,98502,0.0
PAC,2023,12,99323,0.0
PAC,2024,9,99323,0.0
PSE,2025,11,98108,0.0
PSE,2025,12,98045,0.0
PSE,2021,4,98144,0.0
PSE,2025,6,98406,0.0
NWN,2023,5,98620,0.0
Avista,2023,12,99260,0.0
PSE,2020,11,98409,0.0
PSE,2024,1,98121,0.0
PSE,2023,6,98335,0.0
NWN,2021,3,98668,0.0
CNG,2020,3,98903,130.54
CNG,2022,5,98284,0.0
PSE,2024,3,98406,0.0
NWN,2023,4,98683,0.0
Avista,2024,6,99217,0.0
Avista,2022,9,99158,0.0
Avista,2021,3,99216,0.0
CNG,2022,2,98903,0.0
PSE,2022,3,98040,0.0
NWN,2023,9,98635,0.0
Avista,2023,2,99201,0.0
PSE,2021,3,98257,0.0
Avista,2022,4,99173,0.0
Avista,2022,7,99185,0.0
Avista,2021,7,99335,0.0
PSE,2022,9,98367,0.0
CNG,2025,7,98626,0.0
NWN,2025,9,97031,0.0
PSE,2025,7,98072,0.0
PSE,2024,1,98203,0.0
PSE,2021,12,98262,0.0
CNG,2024,5,98520,0.0
PSE,2021,2,98337,0.0
PSE,2023,6,98230,0.0
PSE,2023,5,98065,0.0
PSE,2024,2,98038,0.0
CNG,2021,5,98908,0.0
PSE,2022,1,98499,0.0
CNG,2021,3,98223,0.0
PSE,2021,5,98387,0.0
PSE,2024,11,98105,0.0
CNG,2023,11,98953,0.0
PSE,2022,1,98512,0.0
Avista,2024,4,99011,0.0
Avista,2024,4,99134,0.0
PSE,2024,12,98516,0.0
PSE,2022,7,98373,0.0
PSE,2024,8,98133,0.0
CNG,2024,11,99323,0.0
PSE,2020,5,98239,0.0
CNG,2025,3,98233,0.0
Avista,2020,10,99021,0.0
PSE,2020,9,98338,0.0
PSE,2020,7,98047,0.0
Avista,2025,11,99371,0.0
NWN,2023,1,98628,0.0
Avista,2022,10,99176,0.0
Avista,2020,10,99137,0.0
Avista,2022,10,99224,0.0
PSE,2025,11,98028,0.0
NWN,2023,12,98664,0.0
PSE,2025,1,98360,0.0
NWN,2024,5,98665,-15.0
PSE,2020,9,98391,0.0
CNG,2021,9,98524,0.0
NWN,2022,8,98617,0.0
PAC,2024,3,98942,0.0
CNG,2025,5,98936,0.0
Avista,2025,7,99126,0.0
CNG,2025,1,98240,0.0
Avista,2020,7,99101,0.0
PSE,2020,10,98023,0.0
Avista,2022,12,99003,0.0
Avista,2022,10,98648,0.0
CNG,2021,4,98276,0.0
Avista,2024,5,99012,0.0
CNG,2021,1,99362,0.0
NWN,2024,6,98683,0.0
PSE,2020,3,98117,0.0
PSE,2021,7,98367,0.0
CNG,2025,9,99337,0.0
NWN,2025,5,97031,0.0
Avista,2025,6,99109,0.0
Avista,2023,11,99032,0.0
PSE,2025,7,98335,0.0
PSE,2025,10,98002,0.0
Avista,2022,8,99137,0.0
CNG,2023,6,98626,0.0
Avista,2025,9,99026,0.0
PAC,2020,12,98902,0.0
PSE,2023,7,98271,0.0
PSE,2021,4,98359,0.0
CNG,2023,5,98611,0.0
NWN,2024,5,98672,0.0
PSE,2025,1,98033,0.0
Avista,2022,8,99208,0.0
PSE,2024,1,98277,0.0
CNG,2021,2,98314,0.0
PSE,2024,7,98335,0.0
PSE,2024,11,98262,0.0
PSE,2022,5,98026,0.0
PSE,2021,5,98370,0.0
PSE,2024,12,98327,0.0
PSE,2024,9,98255,0.0
PSE,2025,11,98359,0.0
NWN,2020,12,98674,0.0
NWN,2022,11,98686,0.0
NWN,2021,12,98604,0.0
NWN,2024,10,98661,0.0
CNG,2022,2,98936,0.0
CNG,2023,10,98930,0.0
CNG,2023,10,98230,0.0
PSE,2024,5,98248,0.0
PAC,2020,2,98902,4957.0
PSE,2023,10,98321,0.0
PSE,2020,6,98040,0.0
PSE,2022,6,98466,0.0
PSE,2021,6,98392,0.0
PSE,2024,6,98199,0.0
PSE,2024,3,98312,0.0
NWN,2021,7,98119,0.0
NWN,2022,11,98642,0.0
Avista,2024,11,99138,0.0
CNG,2023,8,98541,0.0
PSE,2023,3,98070,0.0
NWN,2022,3,97301,0.0
Avista,2024,9,99023,0.0
PSE,2025,4,98109,0.0
Avista,2024,4,99201,0.0
NWN,2021,8,98864,0.0
PAC,2022,8,98901,0.0
PSE,2024,7,98101,0.0
PSE,2024,11,98513,0.0
PSE,2025,4,98232,0.0
NWN,2020,7,98675,0.0
Avista,2022,1,99176,0.0
PSE,2022,4,98110,0.0
PSE,2022,6,98040,0.0
CNG,2020,3,98383,341.3
PSE,2020,4,98579,0.0
Avista,2020,11,99016,0.0
PSE,2021,5,98028,0.0
Avista,2025,1,99104,0.0
NWN,2024,3,98635,0.0
PSE,2023,4,98003,0.0
PSE,2022,1,98104,0.0
PSE,2024,5,98027,0.0
Avista,2024,4,99104,0.0
NWN,2024,4,98607,4.05
PSE,2022,6,98065,0.0
NWN,2025,12,98664,0.0
PAC,2025,4,98938,2.21
PSE,2025,3,98502,0.0
PSE,2023,10,98126,0.0
PSE,2020,6,98387,0.0
PAC,2024,12,99329,0.0
Avista,2024,1,99144,0.0
PAC,2022,6,98942,0.0
PSE,2022,3,98467,0.0
CNG,2023,6,98625,0.0
PSE,2025,10,98467,0.0
PSE,2025,10,98003,0.0
PAC,2022,6,98902,0.0
CNG,2024,2,98674,0.0
Avista,2024,8,99228,0.0
CNG,2025,7,98273,0.0
Avista,2021,6,99171,0.0
Avista,2024,1,99021,0.0
CNG,2024,3,98951,0.0
PAC,2024,6,99363,0.0
PSE,2020,9,98258,0.0
PSE,2023,10,98022,0.0
NWN,2025,10,97388,0.0
PSE,2020,4,98237,0.0
PSE,2020,8,98499,0.0
PSE,2024,11,98027,0.0
Avista,2023,7,99170,0.0
NWN,2025,2,97031,0.0
PSE,2023,12,98125,0.0
CNG,2021,8,98802,0.0
CNG,2024,1,98230,0.0
PSE,2020,4,98133,0.0
PAC,2024,9,98921,0.0
NWN,2023,2,98664,0.0
Avista,2023,12,99027,0.0
PSE,2025,10,98040,0.0
PSE,2021,11,98388,0.0
PSE,2021,10,98284,0.0
Avista,2025,9,99025,0.0
PSE,2025,11,98408,0.0
PAC,2024,1,98948,0.0
Avista,2024,6,99143,0.0
PSE,2023,11,98408,0.0
Avista,2021,4,99179,0.0
PSE,2020,7,98311,0.0
NWN,2024,2,98626,0.0
PAC,2020,1,98920,1.0
PSE,2020,4,98277,0.0
Avista,2023,8,99021,0.0
Avista,2022,1,99344,0.0
Avista,2021,11,99169,0.0
CNG,2022,9,98295,0.0
Avista,2023,12,99207,0.0
Avista,2022,6,99335,0.0
PSE,2024,7,98058,0.0
PSE,2020,9,98040,0.0
CNG,2021,12,98802,0.0
PSE,2022,9,98004,0.0
Avista,2021,5,99029,0.0
CNG,2020,7,99324,0.0
PSE,2025,1,98122,0.0
PSE,2021,5,98266,0.0
CNG,2021,8,98312,0.0
PAC,2024,9,98942,0.0
NWN,2021,1,98635,0.0
Avista,2025,3,99260,0.0
PAC,2025,12,98930,1.32
PSE,2022,3,98203,0.0
CNG,2020,5,98244,0.0
PSE,2024,1,98019,0.0
NWN,2021,6,98648,0.0
NWN,2020,11,98307,0.0
PSE,2020,7,98118,0.0
PAC,2024,7,98947,0.0
CNG,2022,2,98337,0.0
CNG,2025,6,98277,0.0
PSE,2022,3,98275,0.0
PSE,2021,6,98275,0.0
PSE,2021,1,98045,0.0
PSE,2024,2,98502,0.0
Avista,2023,3,99220,0.0
CNG,2023,5,99350,0.0
Avista,2020,5,99003,0.0
CNG,2024,7,98248,0.0
PSE,2021,11,98056,0.0
PSE,2020,5,98532,0.0
NWN,2024,9,98610,0.0
Avista,2020,11,99011,0.0
PSE,2022,6,98255,0.0
NWN,2022,9,98612,0.0
PSE,2024,6,98342,0.0
PSE,2024,6,98408,0.0
PSE,2020,6,98226,0.0
NWN,2020,5,98620,0.0
PSE,2025,2,98001,0.0
Avista,2024,12,99034,0.0
PSE,2020,12,98342,0.0
PSE,2021,11,98260,0.0
PSE,2023,6,98051,0.0
PSE,2024,5,98023,0.0
PSE,2024,9,98087,0.0
CNG,2022,3,98337,0.0
PSE,2022,4,98310,0.0
PSE,2023,11,98512,0.0
Avista,2020,10,99032,0.0
Avista,2020,10,99040,0.0
PSE,2020,8,98133,0.0
PSE,2020,3,98367,0.0
CNG,2021,11,98312,0.0
CNG,2020,11,98942,0.0
PAC,2022,3,98901,0.0
PSE,2024,7,98380,0.0
Avista,2021,1,99117,0.0
PSE,2022,2,98373,0.0
PSE,2022,4,98108,0.0
CNG,2022,9,98611,0.0
PSE,2025,11,98446,0.0
NWN,2021,2,98685,0.0
PSE,2024,8,98101,0.0
Avista,2020,9,99018,0.0
CNG,2021,5,98247,0.0
PSE,2020,9,98467,0.0
PSE,2020,9,98408,0.0
CNG,2025,9,98247,0.0
NWN,2023,12,98683,0.0
CNG,2023,6,98951,0.0
PSE,2020,4,98055,0.0
PSE,2021,1,98512,0.0
CNG,2024,2,99344,0.0
PAC,2020,12,99323,0.0
Avista,2025,3,99207,0.0
Avista,2024,8,99107,0.0
Avista,2025,11,99156,0.0
Avista,2022,12,99022,0.0
PSE,2025,4,98532,0.0
PSE,2023,6,98133,0.0
PAC,2020,10,98944,0.0
NWN,2025,10,98642,0.0
PAC,2023,11,98953,0.0
PSE,2020,4,98204,0.0
PAC,2023,2,98948,0.0
PSE,2022,7,98112,0.0
CNG,2025,10,98233,0.0
CNG,2023,2,98584,0.0
CNG,2025,11,98674,0.0
Avista,2025,4,99185,0.0
NWN,2022,9,98674,0.0
CNG,2021,11,98625,0.0
Avista,2020,10,99023,0.0
PSE,2022,12,98057,0.0
CNG,2023,6,98903,0.0
PSE,2024,3,98199,0.0
PSE,2020,10,98146,0.0
CNG,2023,1,98674,0.0
NWN,2024,10,98683,0.0
PSE,2024,5,98926,0.0
CNG,2024,10,98584,0.0
PSE,2020,10,98203,0.0
Avista,2024,10,99220,0.0
Avista,2023,7,99027,0.0
PSE,2025,2,98059,0.0
PAC,2021,1,98952,0.0
Avista,2023,11,99205,0.0
CNG,2023,6,98230,0.0
CNG,2020,11,98932,0.0
CNG,2020,10,98271,0.0
NWN,2021,12,98607,0.0
NWN,2020,8,98605,0.0
PSE,2025,2,98002,0.0
CNG,2022,3,99352,0.0
PSE,2024,3,98446,0.0
CNG,2025,9,98221,0.0
PSE,2020,12,98034,0.0
PSE,2022,10,98446,0.0
Avista,2022,9,99001,0.0
NWN,2022,12,98628,0.0
PAC,2021,9,98935,0.0
PSE,2023,2,98203,0.0
PAC,2021,2,98938,0.0
PSE,2022,1,98576,0.0
Avista,2022,6,99143,0.0
CNG,2024,12,98366,0.0
PSE,2020,3,98008,0.0
PSE,2021,12,98406,0.0
Avista,2021,4,99146,0.0
PAC,2024,5,98923,0.0
PSE,2021,10,98516,0.0
PSE,2021,10,98023,0.0
CNG,2024,10,98277,0.0
NWN,2024,12,97301,0.0
PSE,2020,3,98057,0.0
Avista,2025,2,99403,0.0
Avista,2022,5,99371,0.0
CNG,2020,10,98370,0.0
Avista,2020,3,99005,0.0
PSE,2020,4,98262,0.0
PSE,2023,1,98027,0.0
CNG,2024,11,98383,0.0
PAC,2020,1,99328,275.0
Avista,2022,3,99031,0.0
PSE,2022,11,98409,0.0
PSE,2022,8,98366,0.0
PSE,2024,7,98406,0.0
PSE,2024,10,98402,0.0
PSE,2022,5,98001,0.0
PSE,2022,4,98106,0.0
Avista,2020,8,99205,0.0
CNG,2025,12,98221,0.0
CNG,2025,9,99344,0.0
PSE,2023,1,98092,0.0
PSE,2020,5,98444,0.0
CNG,2021,4,98244,0.0
CNG,2024,5,98230,0.0
CNG,2021,9,99337,0.0
PSE,2020,9,98255,0.0
Avista,2025,2,99126,0.0
PSE,2022,11,98390,0.0
NWN,2024,6,98605,0.0
CNG,2021,10,98944,0.0
PSE,2022,3,98026,0.0
CNG,2025,10,99354,0.0
PSE,2025,7,98388,0.0
CNG,2025,10,98311,0.0
PSE,2024,11,98108,0.0
NWN,2022,12,98610,0.0
CNG,2024,1,99344,0.0
CNG,2025,8,98264,0.0
Avista,2021,12,99026,0.0
PSE,2022,3,98409,0.0
Avista,2021,8,99125,0.0
CNG,2020,5,98942,0.0
PAC,2024,5,99360,0.0
Avista,2024,12,99148,0.0
PSE,2023,3,98359,0.0
PSE,2024,9,98198,0.0
PAC,2025,5,98942,27.5
CNG,2025,8,98366,0.0
PSE,2025,7,98501,0.0
PSE,2022,7,98391,0.0
Avista,2023,9,99212,0.0
PSE,2024,2,98036,0.0
NWN,2025,9,98668,0.0
PSE,2025,1,98375,0.0
NWN,2023,3,97031,0.0
PSE,2025,10,98387,0.0
PAC,2022,6,98951,0.0
Avista,2024,10,99109,0.0
PAC,2023,6,98933,0.0
PSE,2024,3,98310,0.0
CNG,2020,9,98837,0.0
CNG,2020,3,99337,313.93
PSE,2024,12,98037,0.0
Avista,2021,3,99110,0.0
CNG,2020,4,98524,0.0
PSE,2020,8,98274,0.0
Avista,2024,6,99344,0.0
CNG,2021,8,98528,0.0
NWN,2025,3,98635,0.0
PSE,2023,6,98070,0.0
PAC,2023,1,98944,0.0
NWN,2024,8,98663,0.0
PAC,2024,1,98935,0.0
PSE,2024,11,98576,0.0
Avista,2023,6,99006,0.0
NWN,2021,2,98628,0.0
CNG,2022,6,98274,0.0
PSE,2021,11,98310,0.0
NWN,2023,8,97301,0.0
Avista,2025,9,99021,0.0
Avista,2023,12,99030,0.0
PSE,2024,5,98284,0.0
Avista,2021,4,99128,0.0
PSE,2023,7,98188,0.0
PAC,2021,8,98902,0.0
NWN,2024,10,98208,0.0
PSE,2025,1,98001,0.0
PSE,2025,6,98177,0.0
PSE,2024,6,98108,0.0
PAC,2024,1,99324,0.0
Avista,2021,8,99206,0.0
PSE,2023,9,98346,0.0
PSE,2020,9,98373,0.0
NWN,2021,9,98639,0.0
Avista,2022,12,99149,0.0
CNG,2021,5,98314,0.0
CNG,2024,7,98584,0.0
NWN,2020,5,98666,0.0
Avista,2024,5,99013,0.0
NWN,2024,9,98663,0.0
Avista,2023,11,99034,0.0
PSE,2022,1,98221,0.0
Avista,2025,10,99224,0.0
CNG,2020,2,98244,0.0
PSE,2021,4,98105,0.0
Avista,2024,4,99107,0.0
CNG,2025,1,98247,0.0
PSE,2024,8,98026,0.0
CNG,2023,3,98230,0.0
Avista,2022,4,99018,0.0
Avista,2023,3,99146,0.0
PSE,2024,4,98392,0.0
CNG,2022,10,98550,0.0
PSE,2021,5,98576,0.0
Avista,2023,12,99025,0.0
Avista,2024,3,99344,0.0
Avista,2024,12,99003,0.0
PSE,2020,8,98589,0.0
CNG,2023,11,98625,0.0
PAC,2021,12,98921,0.0
PAC,2024,2,99329,0.0
CNG,2021,2,98244,0.0
PSE,2024,3,98444,0.0
PSE,2022,3,98402,0.0
PSE,2021,4,98225,0.0
Avista,2021,1,99004,0.0
Avista,2024,6,99156,0.0
Avista,2023,7,99034,0.0
CNG,2023,6,98223,0.0
CNG,2021,6,99301,0.0
Avista,2024,11,99001,0.0
Avista,2021,11,99216,0.0
CNG,2023,12,98230,0.0
CNG,2022,8,98541,0.0
Avista,2024,11,99128,0.0
CNG,2025,6,98233,0.0
PSE,2024,4,98239,0.0
CNG,2024,1,99350,0.0
Avista,2022,5,99138,0.0
PSE,2021,7,98023,0.0
PSE,2025,2,98371,0.0
CNG,2020,10,98908,0.0
Avista,2023,7,99173,0.0
PSE,2021,11,98406,0.0
PAC,2022,2,99363,0.0
NWN,2024,3,98668,0.0
PAC,2020,12,98953,0.0
NWN,2020,4,98642,1.21
NWN,2023,10,98675,0.0
CNG,2021,11,98240,0.0
Avista,2025,7,99371,0.0
Avista,2024,7,99220,0.0
Avista,2022,7,99144,0.0
Avista,2022,3,99141,0.0
NWN,2023,5,98662,0.0
PSE,2023,1,98028,0.0
CNG,2023,2,98611,0.0
PSE,2022,9,98579,0.0
NWN,2020,8,98665,0.0
CNG,2023,10,98626,0.0
CNG,2024,8,98953,0.0
PSE,2022,9,98112,0.0
PSE,2024,10,98112,0.0
PSE,2020,10,98201,0.0
NWN,2025,2,98683,0.0
Avista,2023,4,99156,0.0
PSE,2024,5,98290,0.0
CNG,2022,9,98902,0.0
PSE,2022,9,98021,0.0
NWN,2021,12,98683,0.0
Avista,2020,10,99216,0.0
Avista,2022,6,99402,0.0
PSE,2023,8,98008,0.0
Avista,2024,9,99403,0.0
Avista,2024,8,99006,0.0
PSE,2021,1,98366,0.0
PSE,2020,10,98118,0.0
PSE,2023,10,98367,0.0
NWN,2024,8,98685,0.0
PSE,2021,11,98375,0.0
PSE,2020,12,98321,0.0
PSE,2023,10,98051,0.0
CNG,2022,11,98520,0.0
Avista,2024,9,99107,0.0
CNG,2025,3,98240,0.0
PSE,2023,10,98576,0.0
PSE,2023,4,98406,0.0
PSE,2022,9,98053,0.0
PSE,2022,5,98374,0.0
CNG,2025,9,99352,0.0
NWN,2022,7,98307,0.0
PSE,2024,10,98051,0.0
Avista,2025,6,99181,0.0
NWN,2024,1,98639,0.0
Avista,2023,10,99128,0.0
NWN,2020,11,98665,0.0
Avista,2024,4,99202,0.0
PSE,2020,10,98531,0.0
Avista,2023,10,99171,0.0
NWN,2025,8,98685,0.0
PAC,2020,12,99361,0.0
Avista,2021,5,99102,0.0
PSE,2024,2,98506,0.0
PSE,2024,8,98146,0.0
NWN,2020,9,98685,0.0
NWN,2023,9,98762,0.0
PSE,2022,10,98019,0.0
PAC,2025,12,98938,2.39
PSE,2024,11,98926,0.0
Avista,2021,7,99101,0.0
Avista,2024,5,99126,0.0
PSE,2025,11,98226,0.0
CNG,2024,3,98801,0.0
Avista,2022,3,99216,0.0
Avista,2020,6,99025,0.0
PSE,2025,10,98108,0.0
PSE,2020,9,98934,0.0
PSE,2023,3,98272,0.0
Avista,2024,8,99137,0.0
Avista,2020,7,99403,0.0
PSE,2020,8,98012,0.0
CNG,2021,8,98801,0.0
Avista,2021,3,99151,0.0
Avista,2023,5,99185,0.0
Avista,2023,9,99020,0.0
Avista,2023,5,99125,0.0
CNG,2022,11,99323,0.0
Avista,2024,8,99169,0.0
Avista,2024,6,99218,0.0
PSE,2024,9,98337,0.0
Avista,2021,5,99167,0.0
Avista,2022,6,99029,0.0
CNG,2025,12,98837,0.0
CNG,2022,9,98801,0.0
Avista,2023,11,99403,0.0
PSE,2025,6,98118,0.0
PSE,2020,6,98087,0.0
PAC,2023,9,98932,0.0
PSE,2025,5,98327,0.0
PAC,2024,11,98939,0.0
NWN,2020,4,98682,0.0
CNG,2025,4,98240,0.0
Avista,2022,12,99158,0.0
PSE,2022,7,98244,0.0
PSE,2022,10,98199,0.0
CNG,2025,2,98284,0.0
PAC,2023,12,98952,0.0
PAC,2023,3,99328,0.0
Avista,2023,8,99203,0.0
PSE,2024,9,98373,0.0
PSE,2021,3,98033,0.0
NWN,2023,4,98664,0.0
PSE,2025,12,98106,0.0
PSE,2021,1,98122,0.0
NWN,2021,6,98607,0.0
Avista,2024,3,99157,0.0
Avista,2025,6,99014,0.0
CNG,2023,2,98563,0.0
CNG,2020,3,98232,11.59
PAC,2024,4,98944,0.0
Avista,2020,6,99111,0.0
PSE,2020,6,98005,0.0
CNG,2025,6,98271,0.0
Avista,2023,1,99201,0.0
PSE,2021,8,98029,0.0
PSE,2023,3,98042,0.0
Avista,2023,6,99163,0.0
CNG,2020,5,98366,0.0
CNG,2022,7,98274,0.0
PSE,2022,5,98109,0.0
CNG,2021,6,98584,0.0
Avista,2020,4,99012,0.0
PSE,2021,7,98531,0.0
CNG,2022,9,98264,0.0
PSE,2025,8,98941,0.0
CNG,2022,12,98837,0.0
CNG,2022,10,98247,0.0
Avista,2022,2,99109,0.0
Avista,2021,2,99137,0.0
Avista,2024,8,99163,0.0
PAC,2022,9,98903,0.0
PSE,2023,6,98036,0.0
PAC,2021,6,98930,0.0
Avista,2022,2,99224,0.0
PSE,2025,9,98028,0.0
PSE,2024,10,98092,0.0
PSE,2024,8,98106,0.0
PSE,2024,8,98260,0.0
PSE,2025,8,98467,0.0
Avista,2020,10,99174,0.0
PSE,2024,4,98512,0.0
Avista,2021,5,99012,0.0
Avista,2025,8,99104,0.0
PSE,2024,5,98204,0.0
PAC,2022,3,98952,0.0
CNG,2020,6,98248,0.0
NWN,2025,5,98626,0.0
PSE,2021,5,98052,0.0
Avista,2023,10,99212,0.0
PSE,2020,10,98391,0.0
PSE,2025,3,98275,0.0
Avista,2023,11,99103,0.0
PAC,2022,3,98951,0.0
Avista,2021,12,99107,0.0
PAC,2023,3,98942,0.0
PSE,2025,6,98342,0.0
Avista,2023,11,99159,0.0
PSE,2022,1,98327,0.0
CNG,2021,3,98541,0.0
Avista,2022,9,99125,0.0
PAC,2020,7,98938,0.0
PSE,2024,12,98002,0.0
PSE,2023,1,98053,0.0
Avista,2020,5,99020,0.0
Avista,2024,8,99003,0.0
Avista,2025,8,99167,0.0
Avista,2024,2,99208,0.0
PSE,2022,4,98392,0.0
Avista,2022,2,99160,0.0
PSE,2022,4,98501,0.0
CNG,2024,11,98626,0.0
CNG,2020,2,98277,0.0
PSE,2024,5,98070,0.0
PSE,2022,3,98513,0.0
Avista,2023,3,99020,0.0
PSE,2024,12,98092,0.0
Avista,2025,4,99144,0.0
PAC,2020,3,99361,122.0
Avista,2022,3,99146,0.0
Avista,2021,2,99205,0.0
CNG,2024,3,98837,0.0
PSE,2022,5,98178,0.0
PSE,2022,6,98038,0.0
PSE,2023,12,98445,0.0
PSE,2022,3,98230,0.0
PAC,2021,6,99361,0.0
Avista,2020,4,99341,0.0
Avista,2024,1,99207,0.0
CNG,2024,9,98247,0.0
Avista,2023,5,98648,0.0
Avista,2021,7,99016,0.0
PSE,2025,10,98148,0.0
PAC,2025,5,98952,10.08
Avista,2023,3,99134,0.0
Avista,2023,9,99158,0.0
PSE,2025,3,98203,0.0
CNG,2020,3,98220,24.64
PSE,2025,4,98166,0.0
PSE,2020,5,98531,0.0
PAC,2023,9,98944,0.0
PSE,2025,11,98121,0.0
PSE,2023,4,98532,0.0
Avista,2020,5,99216,0.0
Avista,2021,6,99101,0.0
NWN,2022,11,98607,0.0
PSE,2023,12,98122,0.0
PSE,2022,1,98012,0.0
PSE,2022,8,98422,0.0
CNG,2020,1,98528,0.0
PSE,2021,1,98375,0.0
CNG,2021,10,98247,0.0
Avista,2025,1,98648,0.0
NWN,2021,6,98684,0.0
PAC,2022,8,99348,0.0
PSE,2022,3,98266,0.0
NWN,2022,8,98626,0.0
CNG,2020,11,98295,0.0
PSE,2021,4,98404,0.0
CNG,2025,10,98930,0.0
Avista,2025,9,99403,0.0
PSE,2024,9,98002,0.0
NWN,2024,2,98605,0.0
PSE,2024,11,98402,0.0
CNG,2024,2,98264,0.0
Avista,2021,11,99022,0.0
NWN,2024,12,97388,0.0
PSE,2022,12,98087,0.0
CNG,2024,4,98930,0.0
PSE,2025,5,98112,0.0
Avista,2025,9,99129,0.0
NWN,2020,6,98119,0.0
Avista,2021,12,99173,0.0
CNG,2025,8,99323,0.0
CNG,2022,9,98230,0.0
Avista,2022,1,99001,0.0
PAC,2022,6,99362,0.0
Avista,2020,9,99146,0.0
CNG,2022,6,98264,0.0
PSE,2020,5,98274,0.0
PAC,2021,9,98921,0.0
CNG,2022,2,98276,0.0
PSE,2021,10,98045,0.0
PAC,2020,2,98938,203.0
NWN,2025,4,98607,0.0
CNG,2024,7,99350,0.0
PSE,2023,12,98042,0.0
PSE,2021,1,98230,0.0
PSE,2020,4,98104,0.0
NWN,2024,7,97388,0.0
PSE,2025,8,98106,0.0
CNG,2021,7,99352,0.0
PSE,2024,12,98335,0.0
PAC,2023,2,98933,0.0
PSE,2025,7,98203,0.0
Avista,2023,8,99160,0.0
PSE,2024,1,98045,0.0
CNG,2021,4,98951,0.0
Avista,2021,3,99019,0.0
PAC,2023,4,98939,0.0
PSE,2024,4,98466,0.0
PSE,2023,9,98072,0.0
PSE,2020,10,98065,0.0
Avista,2020,4,99212,0.0
PSE,2023,2,98003,0.0
PSE,2022,2,98122,0.0
PSE,2022,8,98119,0.0
Avista,2025,2,99160,0.0
Avista,2021,10,99138,0.0
Avista,2024,1,99159,0.0
PSE,2023,1,98418,0.0
Avista,2022,11,99220,0.0
CNG,2022,3,98953,0.0
NWN,2024,7,98628,0.0
PSE,2024,5,98371,0.0
PSE,2020,3,98576,0.0
PAC,2021,2,99360,0.0
CNG,2021,8,98220,0.0
PSE,2025,9,98040,0.0
PSE,2020,4,98198,0.0
PSE,2022,10,98027,0.0
NWN,2022,3,98675,0.0
CNG,2022,4,98626,0.0
Avista,2023,8,99335,0.0
Avista,2020,7,99203,0.0
Avista,2020,12,99204,0.0
PSE,2022,3,98424,0.0
CNG,2024,1,98520,0.0
PSE,2022,8,98266,0.0
PAC,2022,1,98942,0.0
NWN,2020,8,98675,0.0
PSE,2024,9,98272,0.0
PSE,2024,11,98337,0.0
PAC,2023,4,98901,0.0
Avista,2025,1,99131,0.0
NWN,2020,8,98685,0.0
Avista,2022,10,99109,0.0
PAC,2023,6,98908,0.0
PAC,2020,8,98908,0.0
PSE,2021,3,98208,0.0
PSE,2023,9,98198,0.0
Avista,2022,3,99107,0.0
PSE,2021,4,98101,0.0
PSE,2023,11,98144,0.0
NWN,2025,4,98662,0.0
PSE,2023,8,98168,0.0
PSE,2023,8,98042,0.0
NWN,2024,8,98661,0.0
NWN,2022,10,98208,0.0
Avista,2025,7,99181,0.0
CNG,2020,8,98310,0.0
PSE,2022,1,98188,0.0
Avista,2023,4,99005,0.0
Avista,2021,6,99260,0.0
NWN,2021,1,98664,0.0
