Utility,Year,Month,Zip Code,Vintage,Arrearage_Amount
PSE,2024,3,98408,60 Days,40771.61
NWN,2024,8,97301,Total Arrearages,0.0
NWN,2023,8,98684,90 Days +,24671.1
PAC,2020,9,98903,30 Days,109224.85
PAC,2020,7,99360,Total Arrearages,21768.16
Avista,2020,4,99402,90 Days +,4890.43
Avista,2020,11,99027,90 Days +,70097.12
PSE,2023,5,98119,90 Days +,62527.6
PSE,2024,1,98057,90 Days +,510895.05
CNG,2022,8,98550,30 Days,4248.41
PSE,2022,11,98296,60 Days,4559.8
PSE,2022,7,98342,60 Days,5737.39
Avista,2020,10,98620,Total Arrearages,11270.71
PSE,2023,2,98057,30 Days,144821.659999999
PAC,2020,4,98948,Total Arrearages,231412.6
PSE,2020,12,98290,90 Days +,13804.46
PAC,2022,5,99329,Total Arrearages,5941.64
PSE,2025,2,98238,60 Days,558.05
PAC,2025,5,98952,90 Days +,69372.37
Avista,2025,9,99208,90 Days +,187982.71
PAC,2020,8,98942,30 Days,102189.28
PSE,2020,10,98354,30 Days,2081.8
CNG,2023,2,98383,30 Days,27276.28
PSE,2023,12,98424,30 Days,9033.69
Avista,2023,8,99117,90 Days +,368.72
PSE,2020,9,98239,30 Days,7544.03
PSE,2025,8,98047,30 Days,92097.17
CNG,2022,3,98953,30 Days,7338.65
NWN,2021,9,98307,30 Days,0.0
PSE,2023,10,98006,60 Days,46760.52
CNG,2025,9,98383,30 Days,6899.55
Avista,2020,12,99170,90 Days +,10724.18
PSE,2025,8,98512,90 Days +,884407.65
Avista,2025,10,99006,30 Days,25025.96
Avista,2024,12,99335,60 Days,0.0
PSE,2025,8,98295,Total Arrearages,66073.88
PAC,2024,12,98908,60 Days,109140.77
PSE,2020,7,98422,60 Days,8439.44
PSE,2021,9,98281,60 Days,4140.0
PSE,2024,7,98264,30 Days,65063.56
Avista,2020,8,99149,60 Days,369.22
PSE,2020,9,98134,60 Days,188.0
Avista,2024,9,99170,60 Days,1134.34
PSE,2022,2,98030,90 Days +,514404.85
NWN,2022,7,98635,Total Arrearages,284.48
PSE,2021,3,98424,30 Days,11625.91
PAC,2022,5,98936,90 Days +,171411.91
NWN,2021,11,98762,90 Days +,0.0
PSE,2023,12,98409,60 Days,11634.23
PSE,2022,8,98034,60 Days,118162.5
NWN,2020,4,98602,30 Days,0.0
PAC,2022,10,98930,30 Days,14966.82
NWN,2020,9,98668,Total Arrearages,0.0
PSE,2023,3,98021,60 Days,27682.51
Avista,2023,12,99144,90 Days +,0.0
CNG,2023,8,98345,30 Days,93.05
Avista,2021,4,99031,60 Days,731.3
PSE,2020,7,98251,90 Days +,4729.57
PSE,2025,6,98106,60 Days,23512.69
PSE,2024,7,98039,60 Days,4340.85
Avista,2025,7,99156,Total Arrearages,50.6
PSE,2021,12,98406,Total Arrearages,153699.01
CNG,2025,6,98903,30 Days,5820.32
Avista,2020,5,99122,Total Arrearages,29145.24
PAC,2025,4,98902,Total Arrearages,1720954.03
PSE,2022,8,98029,90 Days +,307701.059999999
CNG,2024,8,98310,60 Days,12380.76
CNG,2020,4,98282,90 Days +,1516.77
PSE,2023,1,98119,30 Days,25708.66
PSE,2023,9,98199,30 Days,9545.9
CNG,2023,6,99353,Total Arrearages,6172.58
PSE,2025,1,98057,Total Arrearages,849887.729999999
NWN,2021,8,98682,30 Days,31282.28
PSE,2024,8,98105,Total Arrearages,150207.019999999
Avista,2023,11,99125,90 Days +,2304.78
PSE,2023,9,98335,30 Days,16715.8
PSE,2022,2,98158,Total Arrearages,21839.42
PSE,2021,6,98943,Total Arrearages,31648.83
PAC,2023,1,99361,Total Arrearages,5931.86
Avista,2023,1,99161,60 Days,6835.23
CNG,2024,1,98337,Total Arrearages,29979.01
CNG,2022,12,98233,Total Arrearages,70377.63
PSE,2023,2,98107,90 Days +,77345.17
Avista,2024,9,99003,Total Arrearages,13031.42
PSE,2021,7,98403,Total Arrearages,52293.0
Avista,2025,2,99018,30 Days,699.88
PSE,2024,8,98221,60 Days,39389.68
CNG,2021,12,98310,60 Days,8001.44
Avista,2024,2,99185,90 Days +,9259.6
CNG,2020,9,98273,Total Arrearages,62115.37
PSE,2023,9,98579,90 Days +,422281.619999999
PSE,2024,7,98188,60 Days,119681.32
CNG,2025,3,98310,60 Days,30778.85
PSE,2022,3,98038,30 Days,187870.52
PSE,2023,9,98332,90 Days +,61586.64
Avista,2020,7,98620,Total Arrearages,11925.49
PSE,2024,2,98922,Total Arrearages,632672.0
PAC,2021,12,99347,Total Arrearages,75322.45
PAC,2023,8,98901,90 Days +,1005090.37
Avista,2024,4,99181,Total Arrearages,47492.97
PSE,2024,9,98208,30 Days,27702.56
CNG,2021,7,98257,30 Days,877.94
Avista,2025,6,99208,30 Days,170622.52
CNG,2022,7,98367,90 Days +,15391.61
PSE,2022,4,98249,90 Days +,38376.35
PSE,2023,7,98408,60 Days,43349.46
Avista,2020,12,99179,60 Days,505.9
PSE,2021,2,98321,30 Days,77656.49
PSE,2024,8,98223,30 Days,1314.7
Avista,2020,7,99141,30 Days,9227.31
Avista,2025,4,99018,30 Days,508.95
PSE,2023,11,98925,30 Days,4013.19
Avista,2023,2,99001,60 Days,14030.75
PSE,2025,4,98106,Total Arrearages,219116.669999999
PAC,2024,2,99350,60 Days,246.3
PSE,2021,8,98270,30 Days,33494.0
PSE,2023,7,98107,60 Days,23026.17
PSE,2025,2,98409,60 Days,23276.59
CNG,2024,5,98802,90 Days +,882.92
PSE,2021,11,98057,Total Arrearages,550944.71
PSE,2023,3,98353,30 Days,152.37
PSE,2025,3,98201,90 Days +,126128.14
PSE,2023,9,98027,30 Days,90218.23
PSE,2023,10,98396,30 Days,6936.53
PAC,2021,2,98923,Total Arrearages,49891.45
PSE,2021,10,98328,90 Days +,12385.91
CNG,2021,8,98611,60 Days,89.1
PAC,2021,7,98902,Total Arrearages,1595079.03
NWN,2020,7,98660,30 Days,5269.03
CNG,2023,10,98625,60 Days,102.85
NWN,2023,10,98628,30 Days,22.0
PSE,2022,6,98021,90 Days +,75587.53
Avista,2025,10,99149,30 Days,745.57
CNG,2025,2,99354,Total Arrearages,40172.03
PSE,2022,10,98045,Total Arrearages,290021.69
PSE,2020,8,98010,60 Days,10229.43
CNG,2025,9,98557,60 Days,291.16
PSE,2023,4,98409,30 Days,55575.39
Avista,2021,9,99008,Total Arrearages,19282.69
PAC,2023,6,98944,30 Days,41194.74
PSE,2021,2,98244,30 Days,17710.07
NWN,2022,12,98762,90 Days +,0.0
Avista,2022,7,99040,60 Days,5657.52
Avista,2023,5,99109,90 Days +,35292.77
Avista,2023,3,99341,30 Days,4601.9
PSE,2025,2,98408,90 Days +,121756.009999999
PAC,2022,3,98948,60 Days,49029.59
PSE,2024,1,98003,30 Days,469368.2
PAC,2024,1,98937,30 Days,61777.89
PSE,2023,11,98103,Total Arrearages,224596.38
NWN,2023,10,98119,60 Days,767.82
Avista,2025,3,99129,Total Arrearages,24988.28
CNG,2024,7,98366,90 Days +,61438.68
CNG,2021,2,98674,30 Days,1688.92
PSE,2024,1,98408,60 Days,30332.15
PSE,2020,8,98340,Total Arrearages,30094.06
PSE,2020,10,98372,Total Arrearages,456861.57
CNG,2024,4,98232,30 Days,527.75
PSE,2025,9,98439,30 Days,29996.46
PSE,2025,7,98077,60 Days,14752.69
PAC,2023,1,98944,90 Days +,122038.46
PSE,2020,4,98498,Total Arrearages,496994.53
PSE,2021,5,98253,Total Arrearages,25902.81
PSE,2022,2,98001,90 Days +,474824.58
Avista,2023,2,99157,30 Days,4490.31
NWN,2025,4,98127,Total Arrearages,0.0
PAC,2024,6,99301,Total Arrearages,0.0
PSE,2024,11,98342,60 Days,3069.86
PSE,2024,12,98503,60 Days,141056.94
Avista,2023,1,99040,60 Days,2659.73
Avista,2022,9,99033,60 Days,770.9
PSE,2025,3,98244,90 Days +,126571.459999999
CNG,2021,4,98951,30 Days,5100.05
Avista,2020,5,99125,60 Days,3843.93
Avista,2024,6,99143,30 Days,476.79
PSE,2020,8,98501,Total Arrearages,632979.47
PSE,2022,12,98466,30 Days,12804.13
PSE,2024,7,98239,Total Arrearages,284902.399999999
Avista,2021,12,99125,60 Days,624.36
NWN,2020,12,98601,90 Days +,0.0
PSE,2020,5,98168,30 Days,45130.7
PSE,2023,10,98418,Total Arrearages,161803.099999999
PSE,2021,2,98188,90 Days +,302397.17
Avista,2022,4,99131,30 Days,571.38
NWN,2023,5,98664,Total Arrearages,9624.0
PSE,2024,8,98375,90 Days +,620955.879999999
CNG,2025,6,98563,Total Arrearages,7659.26
PSE,2023,12,98503,90 Days +,986683.249999999
Avista,2023,8,99159,30 Days,1980.44
Avista,2022,3,99160,90 Days +,375.55
PSE,2024,6,98101,Total Arrearages,7914.48
PSE,2022,1,98136,30 Days,11939.26
Avista,2022,8,99159,90 Days +,10147.0
PSE,2023,9,98310,90 Days +,611464.779999999
CNG,2021,6,98264,90 Days +,42753.14
CNG,2025,4,98383,30 Days,29843.52
PSE,2024,9,98203,90 Days +,146442.93
PSE,2024,6,98043,30 Days,21648.74
PSE,2021,2,98208,60 Days,19530.29
Avista,2025,2,99164,30 Days,7.23
PSE,2023,2,98290,60 Days,25244.46
Avista,2021,6,99128,30 Days,211.72
Avista,2022,1,99212,90 Days +,236521.63
PSE,2022,11,98108,Total Arrearages,216812.969999999
PSE,2022,8,98221,90 Days +,206243.699999999
Avista,2024,5,99029,30 Days,5228.05
PSE,2022,2,98580,30 Days,35024.33
CNG,2025,8,98226,60 Days,12102.6
CNG,2023,2,98902,60 Days,103663.88
Avista,2023,4,99176,90 Days +,0.0
CNG,2025,8,98953,60 Days,784.17
PSE,2023,4,98406,30 Days,68925.21
CNG,2024,4,98220,Total Arrearages,3447.71
Avista,2021,10,99030,30 Days,1969.7
CNG,2024,2,98951,30 Days,9048.45
NWN,2025,5,98674,90 Days +,0.0
CNG,2021,10,98273,90 Days +,36925.25
NWN,2021,7,98684,30 Days,24136.51
PSE,2023,7,98117,90 Days +,122720.399999999
Avista,2024,8,99001,60 Days,5447.23
PSE,2024,7,98558,30 Days,26.43
PSE,2021,2,98112,Total Arrearages,121706.83
PSE,2020,4,98168,60 Days,27213.86
PSE,2024,10,98396,90 Days +,18715.81
PSE,2021,10,98406,30 Days,9900.08
CNG,2021,4,98295,30 Days,3377.8
PSE,2024,3,98031,30 Days,440302.6
PSE,2020,7,98267,90 Days +,16682.14
NWN,2022,7,98664,30 Days,22891.78
PSE,2022,6,98312,60 Days,180579.77
PAC,2025,8,98932,60 Days,34074.43
Avista,2025,7,99034,90 Days +,2669.13
PSE,2022,12,98288,90 Days +,9562.95
PSE,2021,9,98001,Total Arrearages,925377.0
PSE,2022,5,98038,90 Days +,518170.74
PSE,2023,3,98405,60 Days,42448.33
Avista,2023,9,99003,Total Arrearages,40106.65
NWN,2025,5,98664,30 Days,39791.37
PSE,2025,4,98405,Total Arrearages,323224.02
Avista,2021,5,98648,30 Days,447.02
PSE,2021,11,98034,90 Days +,490155.89
CNG,2025,5,99352,30 Days,26776.7
PSE,2021,7,98223,90 Days +,1708.0
CNG,2020,7,98282,30 Days,854.63
CNG,2023,9,98953,90 Days +,2151.27
PSE,2024,2,98033,90 Days +,309023.33
PAC,2025,8,99301,Total Arrearages,0.0
CNG,2022,7,99337,90 Days +,7758.68
PAC,2020,6,99301,90 Days +,244.84
NWN,2022,6,97031,90 Days +,0.0
PSE,2021,5,98023,60 Days,244205.76
PSE,2021,6,98272,90 Days +,49168.37
Avista,2025,10,99202,60 Days,47818.39
PAC,2024,7,98953,90 Days +,94826.11
PSE,2021,2,98005,90 Days +,92183.93
PSE,2025,9,98262,30 Days,5334.78
PSE,2021,7,98311,90 Days +,395099.0
Avista,2023,5,99012,30 Days,4491.02
PSE,2024,3,98281,Total Arrearages,132969.12
PSE,2023,8,98370,60 Days,84755.87
NWN,2023,5,98668,30 Days,11410.14
Avista,2023,11,99019,30 Days,26086.99
Avista,2023,8,99170,30 Days,2573.76
PSE,2021,3,98118,90 Days +,140016.36
NWN,2022,3,98635,Total Arrearages,465.4
PSE,2021,5,98065,60 Days,24337.6
PSE,2025,6,98424,60 Days,15433.6
PAC,2024,3,98952,Total Arrearages,104283.25
PAC,2025,7,98908,Total Arrearages,1191563.98
Avista,2024,12,99036,30 Days,187.62
PSE,2024,3,98591,30 Days,1067.12
Avista,2025,2,99004,Total Arrearages,30654.79
PAC,2022,11,99363,Total Arrearages,485.25
PSE,2021,1,98405,90 Days +,78193.22
CNG,2025,3,98244,Total Arrearages,703.55
CNG,2023,7,98524,30 Days,213.21
CNG,2024,2,98541,30 Days,2456.72
Avista,2022,7,99170,60 Days,1741.28
PSE,2025,1,98087,90 Days +,71536.16
PSE,2025,2,98134,60 Days,442.97
PAC,2020,10,98951,Total Arrearages,418822.4
Avista,2021,11,99174,30 Days,322.14
PAC,2025,1,98938,30 Days,41652.89
CNG,2021,7,99336,60 Days,4139.1
CNG,2023,4,98284,30 Days,41743.24
PSE,2021,2,98203,30 Days,26394.3
CNG,2024,8,98528,60 Days,78.34
PSE,2025,8,98028,60 Days,41476.85
PSE,2024,2,98276,Total Arrearages,39933.97
PSE,2024,10,98922,60 Days,36024.35
PSE,2024,2,98380,30 Days,63097.06
PSE,2022,2,98311,Total Arrearages,772816.01
PSE,2023,7,98383,90 Days +,347004.51
Avista,2023,2,99005,Total Arrearages,72559.87
PAC,2025,2,98933,30 Days,17771.37
PSE,2024,1,98943,30 Days,8398.61
Avista,2022,1,99122,Total Arrearages,36967.95
Avista,2023,3,99203,30 Days,95955.81
Avista,2025,8,99037,Total Arrearages,24371.09
Avista,2021,10,99103,30 Days,798.53
PAC,2024,12,98903,Total Arrearages,423925.5
NWN,2022,8,98671,30 Days,13277.39
PSE,2021,10,98220,Total Arrearages,24730.57
Avista,2024,5,99137,60 Days,1162.98
PSE,2023,1,98007,90 Days +,271967.21
PSE,2024,7,98022,60 Days,107933.05
Avista,2024,1,99109,30 Days,11144.51
PSE,2020,12,98122,60 Days,7671.53
PSE,2021,11,98223,30 Days,817.1
Avista,2022,12,99148,90 Days +,12861.9
CNG,2021,1,99350,Total Arrearages,8943.48
PSE,2020,10,98134,60 Days,109.2
PSE,2023,8,98267,30 Days,254.83
Avista,2025,2,99157,90 Days +,3849.33
PSE,2023,5,98237,60 Days,76326.64
PSE,2023,9,98052,60 Days,109538.22
PSE,2021,1,98109,Total Arrearages,47557.77
CNG,2021,3,98367,90 Days +,11397.3
PAC,2022,8,98939,60 Days,1444.21
CNG,2020,5,98848,90 Days +,176.53
CNG,2020,10,98370,30 Days,2315.05
Avista,2025,7,99204,Total Arrearages,86854.16
PSE,2022,9,98056,30 Days,138506.73
Avista,2021,10,99344,60 Days,18395.75
CNG,2021,11,98801,90 Days +,2560.36
CNG,2023,6,98932,60 Days,2500.24
CNG,2020,4,98942,60 Days,11889.59
Avista,2023,9,99164,90 Days +,28.5
PAC,2023,9,98953,60 Days,60522.53
CNG,2024,9,99301,90 Days +,64206.09
CNG,2022,12,98632,60 Days,809.55
CNG,2024,1,98295,30 Days,2812.34
PSE,2023,12,98941,30 Days,284.6
CNG,2023,3,98528,30 Days,936.81
Avista,2023,12,98620,60 Days,1299.37
PSE,2023,9,98421,30 Days,401.34
PSE,2021,7,98065,60 Days,23318.0
CNG,2020,12,98626,Total Arrearages,6935.5
CNG,2024,10,98311,Total Arrearages,39736.89
PAC,2023,6,98948,90 Days +,185409.4
PSE,2020,4,98366,30 Days,139371.92
PSE,2021,8,98065,30 Days,38726.0
CNG,2025,1,98229,30 Days,43382.26
PSE,2023,1,98087,90 Days +,91608.15
PSE,2025,7,98203,30 Days,25890.9
PSE,2024,10,98354,90 Days +,34896.47
PSE,2023,5,98294,Total Arrearages,92014.92
PSE,2023,1,98312,30 Days,216546.54
Avista,2020,8,99126,Total Arrearages,10438.02
PSE,2021,8,98267,Total Arrearages,41041.0
CNG,2024,8,98292,90 Days +,9589.54
NWN,2020,6,98663,Total Arrearages,25694.81
PSE,2020,3,98262,90 Days +,7412.88
CNG,2025,6,98674,90 Days +,5211.19
CNG,2020,6,98674,30 Days,1013.64
PSE,2022,10,98221,30 Days,45554.26
CNG,2024,11,98903,30 Days,5687.48
PSE,2021,10,98038,Total Arrearages,758314.73
PSE,2022,12,98051,30 Days,15515.42
NWN,2024,11,98610,60 Days,197.27
PAC,2024,6,99323,Total Arrearages,65226.61
PSE,2024,2,98404,60 Days,46783.12
PAC,2023,10,99329,30 Days,2445.49
PSE,2023,11,98360,60 Days,27263.77
PSE,2022,5,98467,90 Days +,41476.91
NWN,2021,2,98607,Total Arrearages,125865.13
PSE,2022,2,98255,60 Days,179.01
CNG,2024,11,98901,30 Days,8597.13
PSE,2022,8,98253,30 Days,4720.07
PSE,2024,3,98117,Total Arrearages,215185.51
PSE,2023,3,98296,30 Days,31760.8
NWN,2023,8,98119,30 Days,1744.66
Avista,2024,11,99033,30 Days,694.52
PSE,2023,11,98506,90 Days +,380938.889999999
Avista,2021,1,99335,Total Arrearages,0.0
PSE,2024,5,98321,90 Days +,392953.519999999
Avista,2022,1,99371,90 Days +,6348.34
Avista,2022,6,99205,30 Days,121559.81
Avista,2024,9,99138,90 Days +,5797.52
NWN,2025,7,98762,30 Days,0.0
PSE,2021,2,98023,90 Days +,751220.55
PSE,2023,2,98276,Total Arrearages,27037.5
Avista,2023,9,99158,30 Days,998.25
CNG,2025,6,98626,90 Days +,2325.82
PSE,2021,10,98422,90 Days +,70934.16
PSE,2025,9,98390,30 Days,77017.5
NWN,2020,8,98635,90 Days +,0.0
PSE,2023,2,98275,30 Days,30389.43
PAC,2022,11,98944,90 Days +,327.0
Avista,2020,3,99126,30 Days,4856.18
PSE,2023,2,98166,90 Days +,161806.839999999
PSE,2023,7,98405,Total Arrearages,324611.979999999
Avista,2024,7,99129,60 Days,3140.31
CNG,2022,3,98903,60 Days,6886.81
PSE,2025,3,98055,60 Days,188792.39
Avista,2021,12,99158,90 Days +,9306.69
PSE,2023,1,98037,60 Days,8586.78
PSE,2023,2,98292,Total Arrearages,28313.01
PSE,2024,2,98050,60 Days,814.66
Avista,2022,4,99146,30 Days,165.66
Avista,2020,4,99034,90 Days +,229.36
PSE,2020,8,98466,Total Arrearages,74947.42
Avista,2025,2,99216,60 Days,63052.48
PSE,2023,8,98024,90 Days +,101890.1
PSE,2024,1,98178,60 Days,18488.64
PSE,2022,2,98204,30 Days,33667.0
Avista,2025,6,99101,30 Days,7024.98
PSE,2020,5,98338,90 Days +,89437.47
PSE,2024,7,98576,30 Days,47601.39
PAC,2023,3,98935,60 Days,10834.41
Avista,2020,12,99216,Total Arrearages,231777.22
CNG,2025,1,99352,Total Arrearages,57287.43
Avista,2020,6,99203,Total Arrearages,155556.95
NWN,2024,11,98601,30 Days,0.0
PSE,2024,11,98445,Total Arrearages,283133.69
Avista,2024,7,99185,60 Days,2382.84
Avista,2022,7,99143,60 Days,675.34
CNG,2025,6,99352,30 Days,14392.09
PSE,2021,4,98943,Total Arrearages,35011.97
PSE,2022,11,98257,90 Days +,103029.929999999
NWN,2022,12,98660,90 Days +,15405.85
PSE,2020,5,98072,30 Days,43233.84
PSE,2020,4,98053,90 Days +,34278.25
CNG,2020,7,99323,30 Days,136.89
PSE,2020,4,98043,60 Days,12506.09
PAC,2020,9,99363,90 Days +,1418.66
PSE,2023,11,98516,30 Days,116106.7
PSE,2020,4,98591,90 Days +,207.18
PSE,2023,7,98328,30 Days,5904.91
PSE,2023,12,98251,60 Days,1858.59
PSE,2023,4,98284,Total Arrearages,1125123.01999999
NWN,2022,10,98660,60 Days,2332.14
PSE,2022,4,98110,90 Days +,109090.709999999
CNG,2024,7,98312,60 Days,18001.69
CNG,2021,5,98226,90 Days +,47214.08
PSE,2021,3,98332,Total Arrearages,66930.02
PSE,2021,10,98580,Total Arrearages,281557.77
CNG,2021,4,98625,90 Days +,377.62
PSE,2020,9,98229,90 Days +,158172.12
CNG,2024,4,98248,Total Arrearages,93511.27
NWN,2024,11,98648,30 Days,0.0
PSE,2023,7,98065,60 Days,45215.14
PSE,2022,5,98385,Total Arrearages,19339.78
Avista,2024,8,99160,90 Days +,460.53
PSE,2020,7,98421,Total Arrearages,213.96
PSE,2024,1,98370,30 Days,170285.9
NWN,2021,12,98684,Total Arrearages,101047.28
Avista,2023,4,99158,30 Days,1078.08
CNG,2020,7,98247,90 Days +,8674.14
Avista,2020,4,99173,90 Days +,23959.11
Avista,2020,11,99114,90 Days +,146966.55
PSE,2023,12,98284,60 Days,96651.05
CNG,2025,4,98257,30 Days,5869.22
PSE,2021,6,98230,Total Arrearages,375341.76
CNG,2022,10,98310,Total Arrearages,58496.82
NWN,2020,9,98671,90 Days +,19505.07
Avista,2020,3,99113,Total Arrearages,1306.83
NWN,2025,1,97388,60 Days,0.0
PAC,2022,4,98932,90 Days +,139616.76
CNG,2021,1,98247,30 Days,8385.65
PAC,2023,2,98901,30 Days,112873.1
CNG,2022,11,98563,60 Days,35.58
PSE,2024,8,98021,Total Arrearages,150620.73
Avista,2021,7,99012,90 Days +,19709.91
PSE,2020,4,98070,30 Days,43795.97
Avista,2020,12,99212,90 Days +,234555.31
PSE,2023,11,98056,Total Arrearages,1400484.78999999
PSE,2023,6,98272,30 Days,33199.82
CNG,2020,3,98563,30 Days,3816.93
PSE,2020,11,98038,30 Days,59220.9
PSE,2023,8,98146,90 Days +,156149.339999999
PSE,2020,6,98516,60 Days,48075.72
PSE,2020,6,98039,30 Days,6137.22
PSE,2024,12,98102,60 Days,7764.68
PSE,2022,9,98068,90 Days +,17069.49
PSE,2023,2,98252,60 Days,11910.04
PSE,2021,11,98116,90 Days +,31039.51
PSE,2021,6,98373,90 Days +,373744.42
PSE,2023,9,98021,60 Days,13103.7
PSE,2021,2,98498,Total Arrearages,795300.57
PSE,2021,9,98941,60 Days,3514.0
NWN,2020,11,98629,30 Days,3519.07
PSE,2025,2,98337,90 Days +,223962.19
NWN,2023,1,98685,60 Days,26256.61
PSE,2025,1,98396,Total Arrearages,32369.95
PSE,2022,7,98277,30 Days,142436.32
CNG,2022,7,98953,Total Arrearages,5683.74
PAC,2020,9,98908,90 Days +,346275.4
PSE,2024,2,98252,90 Days +,24523.39
PSE,2021,7,98051,Total Arrearages,131386.0
Avista,2022,8,99207,Total Arrearages,531525.48
PSE,2024,11,98101,Total Arrearages,11340.89
PSE,2020,4,98270,Total Arrearages,286384.19
PSE,2021,9,98367,60 Days,53943.0
CNG,2022,3,98284,Total Arrearages,46953.16
PSE,2022,4,98236,90 Days +,100063.16
PSE,2022,9,98266,90 Days +,188069.55
PSE,2022,9,98203,30 Days,15634.85
CNG,2022,7,98311,30 Days,20221.46
Avista,2023,8,99104,Total Arrearages,0.0
PSE,2024,1,98391,30 Days,321880.23
Avista,2021,10,99027,Total Arrearages,113665.55
NWN,2022,8,98666,30 Days,0.0
Avista,2024,8,98620,30 Days,772.02
PSE,2022,2,98021,Total Arrearages,168283.93
PSE,2021,5,98158,60 Days,2274.17
Avista,2024,5,99181,60 Days,5887.03
PSE,2021,12,98166,30 Days,21485.01
PSE,2025,2,98108,30 Days,47761.24
PSE,2020,4,98057,Total Arrearages,311647.19
PSE,2025,2,98249,90 Days +,76550.76
Avista,2023,11,99104,30 Days,0.0
Avista,2022,8,99167,60 Days,222.55
Avista,2025,5,99040,90 Days +,38928.37
PSE,2020,7,98011,90 Days +,64431.48
CNG,2021,12,98221,Total Arrearages,49452.77
PSE,2024,10,98136,90 Days +,58904.4
PSE,2021,7,98501,30 Days,145779.0
Avista,2025,3,98620,60 Days,4688.3
PSE,2024,5,98396,30 Days,1820.89
CNG,2021,1,99354,30 Days,12727.7
Avista,2024,12,99143,60 Days,1357.03
PSE,2024,3,98267,Total Arrearages,47906.66
PSE,2022,11,98034,30 Days,120099.97
PSE,2022,7,98221,60 Days,37624.45
PAC,2020,3,99329,Total Arrearages,3639.33
PSE,2023,1,98405,60 Days,19375.99
CNG,2021,10,98942,60 Days,2348.69
PSE,2021,10,98270,60 Days,18154.39
CNG,2025,1,98936,90 Days +,3477.09
PSE,2024,4,98444,60 Days,36531.82
PSE,2021,5,98133,30 Days,28268.68
PSE,2023,10,98503,90 Days +,947890.02
PSE,2022,3,98257,60 Days,24055.18
PAC,2022,8,98952,90 Days +,64074.53
PSE,2020,9,98370,Total Arrearages,349238.06
PSE,2020,4,98370,90 Days +,68187.93
PSE,2024,3,98925,30 Days,15341.37
PSE,2024,8,98273,60 Days,67573.38
PSE,2021,6,98513,30 Days,121879.35
PSE,2024,6,98926,Total Arrearages,388225.47
Avista,2021,6,99161,90 Days +,16348.3
Avista,2024,6,99167,30 Days,3014.77
Avista,2025,4,99344,Total Arrearages,136947.74
PSE,2022,3,98004,30 Days,159186.03
PAC,2023,1,99347,Total Arrearages,12202.61
PSE,2023,8,98327,30 Days,26175.92
Avista,2021,7,99371,Total Arrearages,6919.02
PSE,2024,3,98335,30 Days,29937.34
PSE,2022,8,98337,30 Days,33193.4
PSE,2021,4,98579,30 Days,85900.66
PSE,2021,4,98125,Total Arrearages,96687.45
PSE,2024,9,98226,90 Days +,1010554.34999999
CNG,2020,10,98528,Total Arrearages,1097.73
PSE,2022,8,98032,90 Days +,1463213.56
CNG,2024,11,98240,60 Days,258.95
Avista,2023,9,99228,Total Arrearages,0.0
Avista,2022,9,99018,90 Days +,3470.29
Avista,2020,8,99402,30 Days,949.43
Avista,2020,10,99149,30 Days,67.65
Avista,2024,10,99019,60 Days,16184.62
PSE,2025,3,98030,90 Days +,1089338.94
Avista,2025,11,99004,Total Arrearages,20047.1
Avista,2023,2,99008,90 Days +,887.52
PSE,2020,4,98367,Total Arrearages,515261.99
CNG,2024,3,98274,30 Days,33179.46
CNG,2020,9,98248,30 Days,11436.3
PSE,2022,3,98050,60 Days,2074.43
CNG,2024,1,98273,60 Days,18212.24
PSE,2022,3,98266,60 Days,35141.04
PAC,2021,12,98948,60 Days,42229.53
NWN,2021,10,98671,30 Days,7478.84
CNG,2023,1,98277,Total Arrearages,67378.38
PSE,2022,5,98028,Total Arrearages,459003.159999999
PAC,2021,3,99323,Total Arrearages,89322.08
PSE,2022,5,98262,30 Days,4391.22
Avista,2020,7,99021,90 Days +,45847.03
CNG,2023,10,99352,60 Days,5134.28
CNG,2021,7,98626,30 Days,1796.53
Avista,2025,3,98857,30 Days,259.02
PSE,2022,12,98422,30 Days,9172.4
PSE,2021,5,98596,Total Arrearages,14004.95
PSE,2022,10,98926,Total Arrearages,290970.31
CNG,2024,4,98932,90 Days +,5106.97
PSE,2020,9,98033,30 Days,30155.75
NWN,2021,10,98664,60 Days,4153.94
NWN,2022,5,98661,90 Days +,94567.01
CNG,2025,2,98611,90 Days +,243.73
Avista,2025,8,99402,Total Arrearages,8567.11
CNG,2021,3,98951,Total Arrearages,14584.71
CNG,2024,11,98948,Total Arrearages,10355.99
PSE,2020,5,98359,90 Days +,24673.07
NWN,2022,3,98605,60 Days,868.87
PAC,2023,11,98903,90 Days +,672579.31
PSE,2022,3,98033,90 Days +,203407.29
PSE,2022,11,98596,90 Days +,7213.09
PSE,2021,8,98203,30 Days,17270.0
NWN,2022,7,98639,60 Days,1286.78
CNG,2024,5,99323,30 Days,499.3
PAC,2021,12,98908,Total Arrearages,1150290.36
PSE,2023,1,98055,90 Days +,739324.589999999
Avista,2024,8,99101,60 Days,4125.82
CNG,2021,7,99354,30 Days,2351.85
PSE,2021,9,98531,60 Days,13667.0
PSE,2025,6,98380,30 Days,55550.97
PSE,2025,4,98168,60 Days,61636.42
PSE,2025,9,98134,60 Days,925.86
PSE,2021,12,98022,60 Days,48293.95
